Transaction_ID,Date,Product,Quantity,Unit_Price,Customer_Type,Store_Region,Category,Sales,Cost,Profit
58,2023-09-21,Acetaminophen 500mg,3,51.15,Insurance,North,Pain Relief,153.45,89.67,63.77999999999999
59,2023-02-04,Antihistamine,5,134.67,Insurance,East,Allergy,673.3499999999999,432.04,241.3099999999999
60,2023-07-25,Cholesterol Med,5,98.51,Insurance,South,Prescription,492.55,386.34,106.21000000000004
61,2023-03-22,Insulin Pen,5,46.8,Insurance,North,Prescription,234.0,154.39,79.61000000000001
62,2023-02-19,Antacid Tablets,2,48.32,Insurance,West,Digestive Health,96.64,60.16,36.480000000000004
63,2023-12-26,Acetaminophen 500mg,5,134.22,Insurance,East,Pain Relief,671.1,504.44,166.66000000000003
64,2023-01-02,Cough Syrup,3,6.98,Cash,East,Cold & Flu,20.94,12.75,8.190000000000001
65,2023-02-23,Ibuprofen 200mg,3,51.8,Insurance,North,Pain Relief,155.39999999999998,127.23,28.169999999999973
66,2023-04-16,Insulin Pen,2,85.38,Cash,North,Prescription,170.76,99.33,71.42999999999999
67,2023-09-17,Antacid Tablets,2,26.49,Insurance,West,Digestive Health,52.98,40.37,12.61
68,2023-11-06,Pain Relief Gel,5,18.35,Cash,West,Pain Relief,91.75,64.21,27.540000000000006
69,2023-07-10,Allergy Relief,4,123.22,Cash,South,Allergy,492.88,399.72,93.15999999999997
70,2023-08-06,Cough Syrup,2,134.69,Cash,West,Cold & Flu,269.38,158.36,111.01999999999998
71,2023-02-13,Sleep Aid Tablets,1,124.42,Cash,East,Sleep Aid,124.42,93.73,30.689999999999998
72,2023-06-11,Allergy Relief,3,135.32,Cash,South,Allergy,405.96,292.95,113.00999999999999
73,2023-07-21,Sleep Aid Tablets,1,85.2,Cash,South,Sleep Aid,85.2,59.13,26.07
74,2023-09-27,Acetaminophen 500mg,3,122.78,Insurance,South,Pain Relief,368.34000000000003,256.89,111.45000000000005
75,2023-12-17,Ibuprofen 200mg,3,60.69,Cash,North,Pain Relief,182.07,139.57,42.5
76,2023-10-31,Insulin Pen,2,101.61,Insurance,West,Prescription,203.22,168.94,34.28
77,2023-09-28,Insulin Pen,2,148.38,Insurance,South,Prescription,296.76,171.34,125.41999999999999
78,2023-08-03,Antihistamine,1,37.73,Cash,North,Allergy,37.73,20.97,16.759999999999998
79,2023-09-09,Blood Pressure Med,3,61.54,Cash,North,Prescription,184.62,146.17,38.45000000000002
80,2023-07-09,Antihistamine,1,74.61,Insurance,South,Allergy,74.61,43.46,31.15
81,2023-10-23,Baby Aspirin,4,25.01,Cash,South,Pain Relief,100.04,84.63,15.41000000000001
82,2023-08-01,Acetaminophen 500mg,1,16.75,Cash,East,Pain Relief,16.75,12.32,4.43
83,2023-07-27,Acetaminophen 500mg,5,125.31,Cash,South,Pain Relief,626.55,466.94,159.60999999999996
84,2023-08-25,Ibuprofen 200mg,1,146.64,Cash,East,Pain Relief,146.64,89.4,57.23999999999998
85,2023-12-04,Antihistamine,5,63.69,Cash,South,Allergy,318.45,198.11,120.33999999999997
86,2023-02-22,Antacid Tablets,5,17.71,Cash,South,Digestive Health,88.55000000000001,66.22,22.330000000000013
87,2023-10-07,Sleep Aid Tablets,5,14.54,Cash,West,Sleep Aid,72.69999999999999,59.83,12.86999999999999
88,2023-08-05,Antacid Tablets,4,134.24,Insurance,South,Digestive Health,536.96,453.58,83.38000000000005
89,2023-09-09,Ibuprofen 200mg,1,72.25,Cash,South,Pain Relief,72.25,44.03,28.22
90,2023-07-07,Cholesterol Med,1,51.4,Insurance,East,Prescription,51.4,30.34,21.06
91,2023-02-10,Blood Pressure Med,4,74.09,Insurance,East,Prescription,296.36,168.01,128.35000000000002
92,2023-06-06,Antacid Tablets,3,51.15,Insurance,West,Digestive Health,153.45,124.37,29.079999999999984
93,2023-01-15,Nasal Spray,2,75.91,Insurance,South,Cold & Flu,151.82,96.92,54.89999999999999
94,2023-10-28,Baby Aspirin,1,129.64,Cash,South,Pain Relief,129.64,71.37,58.26999999999998
95,2023-03-06,Vitamin D3 1000IU,2,90.88,Insurance,East,Vitamins,181.76,112.17,69.58999999999999
96,2023-12-11,Ibuprofen 200mg,4,105.72,Insurance,North,Pain Relief,422.88,275.77,147.11
97,2023-11-23,Ibuprofen 200mg,3,57.88,Insurance,North,Pain Relief,173.64000000000001,147.12,26.52000000000001
98,2023-01-09,Amoxicillin 500mg,3,112.08,Insurance,North,Prescription,336.24,237.74,98.5
99,2023-12-10,Sleep Aid Tablets,3,101.66,Insurance,East,Sleep Aid,304.98,186.47,118.51000000000002
100,2023-05-09,Baby Aspirin,4,22.34,Cash,East,Pain Relief,89.36,58.12,31.240000000000002
101,2023-05-16,Cough Syrup,5,88.03,Cash,North,Cold & Flu,440.15,285.7,154.45
102,2023-03-04,Cough Syrup,5,42.23,Insurance,North,Cold & Flu,211.14999999999998,117.38,93.76999999999998
103,2023-05-19,Nasal Spray,2,121.59,Cash,South,Cold & Flu,243.18,143.61,99.57
104,2023-03-22,Antihistamine,5,66.76,Cash,East,Allergy,333.8,253.21,80.59
105,2023-06-12,Baby Aspirin,5,149.23,Insurance,East,Pain Relief,746.15,437.3,308.84999999999997
106,2023-10-16,Cholesterol Med,3,18.41,Insurance,North,Prescription,55.230000000000004,34.2,21.03
107,2023-09-18,Acetaminophen 500mg,3,118.15,Insurance,North,Pain Relief,354.45000000000005,232.24,122.21000000000004
108,2023-08-19,Acetaminophen 500mg,2,102.69,Cash,West,Pain Relief,205.38,159.65,45.72999999999999
109,2023-02-10,Allergy Relief,1,116.29,Insurance,East,Allergy,116.29,84.28,32.010000000000005
110,2023-01-28,Sleep Aid Tablets,2,49.59,Cash,West,Sleep Aid,99.18,75.05,24.13000000000001
111,2023-05-15,Nasal Spray,2,76.35,Cash,South,Cold & Flu,152.7,109.96,42.739999999999995
112,2023-07-20,Ibuprofen 200mg,4,120.49,Cash,West,Pain Relief,481.96,363.92,118.03999999999996
113,2023-11-24,Nasal Spray,4,38.72,Insurance,North,Cold & Flu,154.88,85.32,69.56
114,2023-09-25,Nasal Spray,2,37.77,Cash,East,Cold & Flu,75.54,62.64,12.900000000000006
115,2023-02-02,Pain Relief Gel,2,84.9,Insurance,East,Pain Relief,169.8,99.04,70.76
116,2023-02-17,Nasal Spray,2,80.92,Insurance,West,Cold & Flu,161.84,108.74,53.10000000000001
117,2023-03-03,Cough Syrup,5,45.93,Insurance,West,Cold & Flu,229.65,179.43,50.22
118,2023-08-04,Pain Relief Gel,4,48.22,Insurance,South,Pain Relief,192.88,131.27,61.609999999999985
119,2023-10-20,Sleep Aid Tablets,2,45.29,Insurance,South,Sleep Aid,90.58,75.55,15.030000000000001
120,2023-04-09,Nasal Spray,3,116.87,Cash,North,Cold & Flu,350.61,242.02,108.59
121,2023-06-21,Blood Pressure Med,3,99.53,Cash,North,Prescription,298.59000000000003,242.6,55.99000000000004
122,2023-12-26,Vitamin D3 1000IU,5,125.7,Cash,North,Vitamins,628.5,498.56,129.94
123,2023-08-02,Acetaminophen 500mg,5,146.44,Cash,West,Pain Relief,732.2,618.19,114.00999999999999
124,2023-02-04,Pain Relief Gel,1,73.75,Cash,West,Pain Relief,73.75,61.06,12.689999999999998
125,2023-08-15,Allergy Relief,1,14.67,Insurance,East,Allergy,14.67,12.02,2.6500000000000004
126,2023-04-11,Baby Aspirin,1,11.97,Insurance,North,Pain Relief,11.97,9.21,2.76
127,2023-05-11,Vitamin D3 1000IU,5,47.87,Cash,West,Vitamins,239.35,157.99,81.35999999999999
128,2023-09-14,Allergy Relief,5,140.22,Cash,East,Allergy,701.1,407.93,293.17
129,2023-01-05,Amoxicillin 500mg,5,80.87,Cash,North,Prescription,404.35,305.93,98.42000000000002
130,2023-08-06,Allergy Relief,3,44.41,Insurance,South,Allergy,133.23,112.39,20.83999999999999
131,2023-09-12,Acetaminophen 500mg,5,62.88,Insurance,South,Pain Relief,314.40000000000003,241.45,72.95000000000005
132,2023-12-25,Acetaminophen 500mg,3,91.8,Insurance,West,Pain Relief,275.4,228.2,47.19999999999999
133,2023-10-10,Pain Relief Gel,1,99.68,Cash,East,Pain Relief,99.68,78.88,20.80000000000001
134,2023-07-26,Nasal Spray,1,27.32,Cash,South,Cold & Flu,27.32,16.36,10.96
135,2023-01-15,Insulin Pen,1,146.67,Cash,East,Prescription,146.67,91.63,55.03999999999999
136,2023-12-12,Amoxicillin 500mg,2,83.99,Cash,East,Prescription,167.98,109.62,58.359999999999985
137,2023-02-11,Pain Relief Gel,2,24.67,Insurance,South,Pain Relief,49.34,29.63,19.710000000000004
138,2023-06-28,Blood Pressure Med,4,134.58,Cash,East,Prescription,538.32,390.01,148.31000000000006
139,2023-03-04,Ibuprofen 200mg,4,15.82,Cash,South,Pain Relief,63.28,53.32,9.96
140,2023-12-18,Antacid Tablets,4,136.62,Cash,West,Digestive Health,546.48,425.4,121.08000000000004
141,2023-08-19,Baby Aspirin,2,149.5,Insurance,North,Pain Relief,299.0,202.43,96.57
142,2023-08-29,Allergy Relief,2,106.56,Insurance,North,Allergy,213.12,117.5,95.62
143,2023-02-21,Insulin Pen,4,116.71,Cash,West,Prescription,466.84,300.64,166.2
144,2023-04-06,Nasal Spray,4,53.91,Insurance,South,Cold & Flu,215.64,152.68,62.95999999999998
145,2023-08-10,Cough Syrup,5,141.53,Insurance,South,Cold & Flu,707.65,458.04,249.60999999999996
146,2023-08-19,Sleep Aid Tablets,4,81.81,Insurance,South,Sleep Aid,327.24,190.88,136.36
147,2023-08-25,Ibuprofen 200mg,5,111.2,Insurance,South,Pain Relief,556.0,379.65,176.35000000000002
148,2023-05-23,Cholesterol Med,3,139.0,Insurance,West,Prescription,417.0,261.03,155.97000000000003
149,2023-06-20,Antihistamine,2,146.4,Cash,North,Allergy,292.8,240.91,51.890000000000015
150,2023-01-29,Insulin Pen,4,125.81,Cash,East,Prescription,503.24,292.14,211.10000000000002
151,2023-02-05,Sleep Aid Tablets,2,48.94,Cash,East,Sleep Aid,97.88,55.28,42.599999999999994
152,2023-01-13,Cough Syrup,2,145.15,Insurance,North,Cold & Flu,290.3,160.13,130.17000000000002
153,2023-06-09,Amoxicillin 500mg,2,96.08,Insurance,West,Prescription,192.16,124.6,67.56
154,2023-11-23,Cholesterol Med,3,139.94,Insurance,East,Prescription,419.82,314.07,105.75
155,2023-07-06,Pain Relief Gel,1,103.04,Insurance,North,Pain Relief,103.04,79.25,23.790000000000006
156,2023-08-31,Nasal Spray,4,49.55,Cash,West,Cold & Flu,198.2,135.96,62.23999999999998
157,2023-03-27,Ibuprofen 200mg,1,58.65,Cash,East,Pain Relief,58.65,44.3,14.350000000000001
158,2023-10-11,Ibuprofen 200mg,1,84.82,Cash,South,Pain Relief,84.82,55.81,29.00999999999999
159,2023-03-07,Ibuprofen 200mg,1,119.55,Cash,South,Pain Relief,119.55,89.7,29.849999999999994
160,2023-06-19,Amoxicillin 500mg,2,51.11,Cash,West,Prescription,102.22,57.47,44.75
161,2023-02-14,Cholesterol Med,5,89.06,Cash,South,Prescription,445.3,297.12,148.18
162,2023-03-03,Allergy Relief,2,55.12,Insurance,West,Allergy,110.24,86.79,23.44999999999999
163,2023-05-14,Antihistamine,2,123.29,Insurance,North,Allergy,246.58,195.02,51.56
164,2023-10-11,Blood Pressure Med,1,72.68,Cash,North,Prescription,72.68,55.59,17.090000000000003
165,2023-01-28,Amoxicillin 500mg,2,16.12,Insurance,East,Prescription,32.24,19.71,12.530000000000001
166,2023-04-18,Antacid Tablets,1,29.08,Cash,West,Digestive Health,29.08,18.15,10.93
167,2023-02-13,Baby Aspirin,5,13.86,Cash,East,Pain Relief,69.3,58.82,10.479999999999997
168,2023-12-06,Baby Aspirin,4,77.4,Insurance,East,Pain Relief,309.6,179.88,129.72000000000003
169,2023-10-13,Antihistamine,1,20.42,Cash,North,Allergy,20.42,12.34,8.080000000000002
170,2023-11-27,Acetaminophen 500mg,5,21.55,Cash,East,Pain Relief,107.75,63.47,44.28
171,2023-05-08,Baby Aspirin,4,141.45,Cash,South,Pain Relief,565.8,366.81,198.98999999999995
172,2023-12-14,Nasal Spray,3,131.53,Insurance,East,Cold & Flu,394.59000000000003,241.9,152.69000000000003
173,2023-08-19,Amoxicillin 500mg,1,70.55,Insurance,West,Prescription,70.55,49.34,21.209999999999994
174,2023-07-09,Cough Syrup,1,147.94,Insurance,South,Cold & Flu,147.94,102.49,45.45
175,2023-08-13,Antihistamine,3,5.03,Insurance,North,Allergy,15.09,12.38,2.709999999999999
176,2023-10-10,Antacid Tablets,3,94.03,Cash,West,Digestive Health,282.09000000000003,158.09,124.00000000000003
177,2023-05-01,Acetaminophen 500mg,1,94.38,Insurance,South,Pain Relief,94.38,60.97,33.41
178,2023-04-26,Allergy Relief,3,71.33,Insurance,West,Allergy,213.99,156.0,57.99000000000001
179,2023-08-21,Cholesterol Med,2,62.56,Insurance,South,Prescription,125.12,91.52,33.60000000000001
180,2023-09-16,Cough Syrup,4,71.03,Cash,West,Cold & Flu,284.12,197.19,86.93
181,2023-12-25,Pain Relief Gel,4,65.17,Insurance,West,Pain Relief,260.68,207.16,53.52000000000001
182,2023-07-17,Antihistamine,4,110.92,Insurance,South,Allergy,443.68,252.37,191.31
183,2023-05-17,Nasal Spray,2,24.63,Cash,North,Cold & Flu,49.26,39.14,10.119999999999997
184,2023-11-14,Cholesterol Med,3,33.66,Cash,North,Prescription,100.97999999999999,70.53,30.44999999999999
185,2023-06-14,Cough Syrup,5,31.18,Cash,West,Cold & Flu,155.9,92.0,63.900000000000006
186,2023-08-13,Acetaminophen 500mg,3,43.06,Cash,West,Pain Relief,129.18,105.37,23.810000000000002
187,2023-11-03,Cough Syrup,1,81.16,Insurance,North,Cold & Flu,81.16,60.45,20.709999999999994
188,2023-08-22,Sleep Aid Tablets,4,21.13,Cash,North,Sleep Aid,84.52,50.63,33.88999999999999
189,2023-06-21,Cholesterol Med,3,130.88,Insurance,East,Prescription,392.64,219.92,172.72
190,2023-06-01,Vitamin D3 1000IU,5,48.12,Insurance,North,Vitamins,240.6,142.52,98.07999999999998
191,2023-11-11,Sleep Aid Tablets,1,28.57,Insurance,West,Sleep Aid,28.57,20.93,7.640000000000001
192,2023-06-09,Blood Pressure Med,2,102.97,Insurance,South,Prescription,205.94,124.34,81.6
193,2023-04-06,Insulin Pen,2,10.52,Insurance,North,Prescription,21.04,13.0,8.04
194,2023-08-21,Allergy Relief,5,94.9,Cash,East,Allergy,474.5,264.55,209.95
195,2023-06-29,Baby Aspirin,1,106.24,Insurance,East,Pain Relief,106.24,81.47,24.769999999999996
196,2023-04-23,Acetaminophen 500mg,4,36.16,Insurance,East,Pain Relief,144.64,114.72,29.919999999999987
197,2023-11-14,Cholesterol Med,3,11.08,Insurance,South,Prescription,33.24,26.23,7.010000000000002
198,2023-02-21,Blood Pressure Med,1,57.73,Cash,North,Prescription,57.73,33.96,23.769999999999996
199,2023-09-25,Blood Pressure Med,2,19.3,Insurance,North,Prescription,38.6,31.69,6.91
200,2023-10-22,Pain Relief Gel,5,21.89,Insurance,North,Pain Relief,109.45,82.27,27.180000000000007
201,2023-04-23,Cough Syrup,5,41.87,Cash,South,Cold & Flu,209.35,171.51,37.84
202,2023-04-11,Insulin Pen,3,47.84,Insurance,South,Prescription,143.52,98.19,45.33000000000001
203,2023-04-23,Blood Pressure Med,5,81.85,Insurance,West,Prescription,409.25,278.73,130.51999999999998
204,2023-03-22,Insulin Pen,5,103.37,Cash,East,Prescription,516.85,405.91,110.94
205,2023-07-06,Sleep Aid Tablets,1,90.95,Insurance,East,Sleep Aid,90.95,52.57,38.38
206,2023-04-23,Cough Syrup,4,26.51,Insurance,North,Cold & Flu,106.04,74.89,31.150000000000006
207,2023-01-02,Cholesterol Med,3,29.95,Insurance,South,Prescription,89.85,71.96,17.89
208,2023-05-10,Sleep Aid Tablets,1,132.42,Insurance,South,Sleep Aid,132.42,105.81,26.609999999999985
209,2023-08-08,Nasal Spray,4,85.96,Insurance,North,Cold & Flu,343.84,287.74,56.099999999999966
210,2023-02-23,Vitamin D3 1000IU,1,131.14,Cash,North,Vitamins,131.14,99.6,31.539999999999992
211,2023-12-09,Blood Pressure Med,1,58.87,Cash,West,Prescription,58.87,36.05,22.82
212,2023-08-12,Amoxicillin 500mg,5,94.09,Cash,East,Prescription,470.45000000000005,261.61,208.84000000000003
213,2023-08-13,Sleep Aid Tablets,4,80.93,Insurance,East,Sleep Aid,323.72,224.6,99.12000000000003
214,2023-05-06,Vitamin D3 1000IU,3,51.27,Insurance,East,Vitamins,153.81,108.3,45.510000000000005
215,2023-05-10,Cough Syrup,3,73.14,Insurance,West,Cold & Flu,219.42000000000002,136.5,82.92000000000002
216,2023-02-22,Pain Relief Gel,4,77.86,Cash,North,Pain Relief,311.44,182.94,128.5
217,2023-06-21,Allergy Relief,5,34.11,Insurance,North,Allergy,170.55,123.8,46.750000000000014
218,2023-08-06,Amoxicillin 500mg,2,50.68,Insurance,East,Prescription,101.36,78.99,22.370000000000005
219,2023-06-09,Acetaminophen 500mg,1,119.75,Insurance,East,Pain Relief,119.75,101.54,18.209999999999994
220,2023-07-17,Baby Aspirin,5,137.79,Cash,West,Pain Relief,688.9499999999999,535.65,153.29999999999995
221,2023-09-04,Pain Relief Gel,4,57.17,Cash,South,Pain Relief,228.68,180.22,48.46000000000001
222,2023-11-20,Vitamin D3 1000IU,1,49.51,Insurance,South,Vitamins,49.51,36.39,13.119999999999997
223,2023-07-22,Cough Syrup,3,33.3,Insurance,East,Cold & Flu,99.89999999999999,84.49,15.409999999999997
224,2023-07-03,Vitamin D3 1000IU,2,103.38,Insurance,West,Vitamins,206.76,153.41,53.349999999999994
225,2023-05-03,Baby Aspirin,3,51.85,Cash,East,Pain Relief,155.55,125.7,29.85000000000001
226,2023-09-12,Blood Pressure Med,4,148.22,Cash,South,Prescription,592.88,494.31,98.57
227,2023-10-21,Pain Relief Gel,1,52.22,Cash,East,Pain Relief,52.22,43.29,8.93
228,2023-10-07,Sleep Aid Tablets,4,62.15,Insurance,South,Sleep Aid,248.6,165.18,83.41999999999999
229,2023-11-21,Cholesterol Med,1,92.48,Cash,South,Prescription,92.48,53.05,39.43000000000001
230,2023-04-08,Amoxicillin 500mg,5,121.24,Insurance,South,Prescription,606.1999999999999,364.67,241.52999999999992
231,2023-07-17,Antacid Tablets,2,73.08,Insurance,North,Digestive Health,146.16,82.98,63.17999999999999
232,2023-08-28,Antihistamine,5,66.29,Cash,North,Allergy,331.45000000000005,192.78,138.67000000000004
233,2023-05-24,Vitamin D3 1000IU,5,149.37,Insurance,East,Vitamins,746.85,452.14,294.71000000000004
234,2023-04-07,Baby Aspirin,4,6.52,Cash,South,Pain Relief,26.08,17.01,9.069999999999997
235,2023-07-20,Acetaminophen 500mg,2,134.78,Insurance,North,Pain Relief,269.56,192.21,77.35
236,2023-05-04,Acetaminophen 500mg,1,26.63,Insurance,East,Pain Relief,26.63,20.33,6.300000000000001
237,2023-07-06,Ibuprofen 200mg,1,118.96,Cash,East,Pain Relief,118.96,72.96,46.0
238,2023-11-22,Pain Relief Gel,3,94.6,Insurance,East,Pain Relief,283.79999999999995,213.35,70.44999999999996
239,2023-12-15,Vitamin D3 1000IU,1,54.57,Insurance,East,Vitamins,54.57,41.54,13.030000000000001
240,2023-09-16,Antihistamine,4,131.71,Insurance,East,Allergy,526.84,378.05,148.79000000000002
241,2023-05-28,Nasal Spray,5,6.87,Insurance,West,Cold & Flu,34.35,28.2,6.150000000000002
242,2023-09-09,Baby Aspirin,5,37.87,Insurance,South,Pain Relief,189.35,110.45,78.89999999999999
243,2023-12-12,Blood Pressure Med,5,87.2,Insurance,East,Prescription,436.0,262.97,173.02999999999997
244,2023-05-27,Insulin Pen,2,55.97,Insurance,West,Prescription,111.94,75.96,35.980000000000004
245,2023-05-28,Sleep Aid Tablets,1,93.5,Insurance,South,Sleep Aid,93.5,54.98,38.52
246,2023-12-18,Cholesterol Med,4,8.5,Cash,North,Prescription,34.0,24.48,9.52
247,2023-07-18,Antihistamine,2,21.89,Cash,East,Allergy,43.78,29.31,14.470000000000002
248,2023-11-04,Insulin Pen,3,23.43,Insurance,West,Prescription,70.28999999999999,44.66,25.629999999999995
249,2023-05-08,Pain Relief Gel,4,32.45,Insurance,North,Pain Relief,129.8,78.01,51.790000000000006
250,2023-02-08,Sleep Aid Tablets,4,71.6,Cash,West,Sleep Aid,286.4,186.33,100.06999999999996
251,2023-12-04,Insulin Pen,4,114.06,Insurance,South,Prescription,456.24,334.14,122.10000000000002
252,2023-12-26,Sleep Aid Tablets,5,136.3,Cash,South,Sleep Aid,681.5,492.54,188.95999999999998
253,2023-05-09,Antacid Tablets,4,126.13,Cash,North,Digestive Health,504.52,302.25,202.26999999999998
254,2023-09-24,Ibuprofen 200mg,1,33.55,Cash,West,Pain Relief,33.55,19.71,13.839999999999996
255,2023-05-31,Antihistamine,4,68.97,Insurance,East,Allergy,275.88,153.94,121.94
256,2023-10-25,Pain Relief Gel,5,33.91,Insurance,East,Pain Relief,169.54999999999998,93.88,75.66999999999999
257,2023-04-09,Antihistamine,4,43.35,Insurance,North,Allergy,173.4,141.14,32.26000000000002
258,2023-09-20,Antacid Tablets,3,78.01,Cash,North,Digestive Health,234.03000000000003,131.88,102.15000000000003
259,2023-09-09,Vitamin D3 1000IU,3,14.88,Cash,North,Vitamins,44.64,34.34,10.299999999999997
260,2023-05-24,Vitamin D3 1000IU,5,36.64,Cash,West,Vitamins,183.2,148.68,34.51999999999998
261,2023-12-12,Vitamin D3 1000IU,1,140.63,Insurance,East,Vitamins,140.63,81.48,59.14999999999999
